,Mdns,Runs,Wkts,Econ,Ave
0,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
1,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
2,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
3,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
4,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
5,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
6,,0.015778377373129683,-0.17067997147018865,0.6056564585000069,-0.13523458841534844
8,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
9,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
10,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
11,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
12,,0.015778377373129683,5.803119029986415,1.1034173237356106,0.31554737296914637
13,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
14,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
15,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
16,,2.9978917008946366,5.803119029986415,2.0989390542068174,4.3725850254296
17,,0.015778377373129683,-0.17067997147018865,0.6056564585000069,-0.13523458841534844
18,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
19,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
20,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
21,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
22,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
24,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
26,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
27,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
28,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
29,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
30,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
31,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
32,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
33,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
34,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
35,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
36,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
37,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
38,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
39,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
40,,0.18145133979099118,-0.17067997147018865,2.5966999194424214,-0.13523458841534844
41,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
42,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
43,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
44,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
46,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
47,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
48,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
49,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
50,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
51,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
52,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
53,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
54,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
55,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
56,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
57,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
58,,1.5068350391338832,-0.17067997147018865,1.431939494791109,-0.13523458841534844
59,,1.838180963969606,-0.17067997147018865,2.845580352060223,-0.13523458841534844
60,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
61,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
62,,2.3351998512231904,-0.17067997147018865,2.263200139734567,-0.13523458841534844
63,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
64,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
65,,0.844143189462437,-0.17067997147018865,1.3522977563534124,-0.13523458841534844
66,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
67,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
68,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
69,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
70,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
71,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
72,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
73,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
74,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
75,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
76,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
77,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
78,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
79,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
80,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
81,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
82,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
83,,-0.14989458504473183,-0.17067997147018865,2.5966999194424214,-0.13523458841534844
84,,2.500872813641052,-0.17067997147018865,2.427461225262316,-0.13523458841534844
85,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
86,,2.500872813641052,-0.17067997147018865,2.427461225262316,-0.13523458841534844
87,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
88,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
89,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
90,,0.844143189462437,-0.17067997147018865,3.094460784678025,-0.13523458841534844
91,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
92,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
93,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
94,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
95,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
96,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
97,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
98,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
99,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
100,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
101,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
102,,3.3292376257303595,-0.17067997147018865,3.258721870205774,-0.13523458841534844
103,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
104,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
105,,6.477023911669728,5.803119029986415,1.6509542754947744,9.105795619966795
106,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
107,,2.832218738476775,-0.17067997147018865,4.3388629477670335,-0.13523458841534844
108,,-0.3155675474625933,-0.17067997147018865,-0.38986527197120036,-0.13523458841534844
109,,,,,
110,,,,,
111,,,,,
113,-0.3165104909423467,0.6274861875797911,0.6093907447412319,0.012679120610336521,0.08241660751654876
114,-0.3165104909423467,-0.2694192772156995,-0.29418863539231876,-0.8481664366177871,0.8138975061028795
115,-0.3165104909423467,-2.4369408171381353,1.5129701248747827,-1.9959605129219518,-0.944759902801347
