,Overs,Mdns,Runs,Wkts,Econ,Ave,Opposition,Ground,Bowler
0,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Melbourne,Aaron Finch 
1,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Adelaide,Aaron Finch 
2,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Perth,Aaron Finch 
3,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Perth,Aaron Finch 
4,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Canberra,Aaron Finch 
5,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Sydney,Aaron Finch 
6,1.0,0.0,2.0,0.0,2.0,0.0,West Indies,Melbourne,Aaron Finch 
8,0.0,0.0,0.0,0.0,0.0,0.0,England,Manchester,Aaron Finch 
9,0.0,0.0,0.0,0.0,0.0,0.0,England,Birmingham,Aaron Finch 
10,0.0,0.0,0.0,0.0,0.0,0.0,England,Cardiff,Aaron Finch 
11,0.0,0.0,0.0,0.0,0.0,0.0,England,Southampton,Aaron Finch 
12,0.4,0.0,2.0,1.0,3.0,2.0,India,Pune,Aaron Finch 
13,0.0,0.0,0.0,0.0,0.0,0.0,India,Jaipur,Aaron Finch 
14,0.0,0.0,0.0,0.0,0.0,0.0,India,Mohali,Aaron Finch 
15,0.0,0.0,0.0,0.0,0.0,0.0,India,Ranchi,Aaron Finch 
16,4.0,0.0,20.0,1.0,5.0,20.0,India,Nagpur,Aaron Finch 
17,1.0,0.0,2.0,0.0,2.0,0.0,India,Bengaluru,Aaron Finch 
18,0.0,0.0,0.0,0.0,0.0,0.0,England,Melbourne,Aaron Finch 
19,0.0,0.0,0.0,0.0,0.0,0.0,England,Brisbane,Aaron Finch 
20,0.0,0.0,0.0,0.0,0.0,0.0,England,Sydney,Aaron Finch 
21,0.0,0.0,0.0,0.0,0.0,0.0,England,Perth,Aaron Finch 
22,0.0,0.0,0.0,0.0,0.0,0.0,England,Adelaide,Aaron Finch 
24,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Harare,Aaron Finch 
26,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Harare,Aaron Finch 
27,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Harare,Aaron Finch 
28,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Sharjah,Aaron Finch 
29,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Dubai (DSC),Aaron Finch 
30,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Aaron Finch 
31,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Perth,Aaron Finch 
32,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Perth,Aaron Finch 
33,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Canberra,Aaron Finch 
34,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Melbourne,Aaron Finch 
35,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Sydney,Aaron Finch 
36,0.0,0.0,0.0,0.0,0.0,0.0,England,Sydney,Aaron Finch 
37,0.0,0.0,0.0,0.0,0.0,0.0,India,Melbourne,Aaron Finch 
38,0.0,0.0,0.0,0.0,0.0,0.0,England,Hobart,Aaron Finch 
39,0.0,0.0,0.0,0.0,0.0,0.0,India,Sydney,Aaron Finch 
40,0.3,0.0,3.0,0.0,6.0,0.0,England,Perth,Aaron Finch 
41,0.0,0.0,0.0,0.0,0.0,0.0,England,Melbourne,Aaron Finch 
42,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Auckland,Aaron Finch 
43,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,Perth,Aaron Finch 
44,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Sydney,Aaron Finch 
46,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Adelaide,Aaron Finch 
47,0.0,0.0,0.0,0.0,0.0,0.0,India,Sydney,Aaron Finch 
48,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Melbourne,Aaron Finch 
49,0.0,0.0,0.0,0.0,0.0,0.0,England,Manchester,Aaron Finch 
50,0.0,0.0,0.0,0.0,0.0,0.0,England,Leeds,Aaron Finch 
51,0.0,0.0,0.0,0.0,0.0,0.0,England,Manchester,Aaron Finch 
52,0.0,0.0,0.0,0.0,0.0,0.0,India,Perth,Aaron Finch 
53,0.0,0.0,0.0,0.0,0.0,0.0,India,Brisbane,Aaron Finch 
54,0.0,0.0,0.0,0.0,0.0,0.0,India,Melbourne,Aaron Finch 
55,0.0,0.0,0.0,0.0,0.0,0.0,India,Canberra,Aaron Finch 
56,0.0,0.0,0.0,0.0,0.0,0.0,India,Sydney,Aaron Finch 
57,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Providence,Aaron Finch 
58,3.0,0.0,11.0,0.0,3.66,0.0,South Africa,Providence,Aaron Finch 
59,2.0,0.0,13.0,0.0,6.5,0.0,South Africa,Basseterre,Aaron Finch 
60,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Basseterre,Aaron Finch 
61,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Bridgetown,Aaron Finch 
62,3.0,0.0,16.0,0.0,5.33,0.0,West Indies,Bridgetown,Aaron Finch 
63,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Bridgetown,Aaron Finch 
64,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Aaron Finch 
65,2.0,0.0,7.0,0.0,3.5,0.0,Sri Lanka,Colombo (RPS),Aaron Finch 
66,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Aaron Finch 
67,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Aaron Finch 
68,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Pallekele,Aaron Finch 
69,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Centurion,Aaron Finch 
70,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Johannesburg,Aaron Finch 
71,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Durban,Aaron Finch 
72,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Port Elizabeth,Aaron Finch 
73,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Cape Town,Aaron Finch 
74,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Sydney,Aaron Finch 
75,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Canberra,Aaron Finch 
76,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Melbourne,Aaron Finch 
77,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Auckland,Aaron Finch 
78,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Hamilton,Aaron Finch 
79,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Birmingham,Aaron Finch 
80,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,The Oval,Aaron Finch 
81,0.0,0.0,0.0,0.0,0.0,0.0,England,Birmingham,Aaron Finch 
82,0.0,0.0,0.0,0.0,0.0,0.0,India,Indore,Aaron Finch 
83,0.1,0.0,1.0,0.0,6.0,0.0,India,Bengaluru,Aaron Finch 
84,3.0,0.0,17.0,0.0,5.66,0.0,India,Nagpur,Aaron Finch 
85,0.0,0.0,0.0,0.0,0.0,0.0,England,Melbourne,Aaron Finch 
86,3.0,0.0,17.0,0.0,5.66,0.0,England,Brisbane,Aaron Finch 
87,0.0,0.0,0.0,0.0,0.0,0.0,England,Sydney,Aaron Finch 
88,0.0,0.0,0.0,0.0,0.0,0.0,England,The Oval,Aaron Finch 
89,0.0,0.0,0.0,0.0,0.0,0.0,England,Cardiff,Aaron Finch 
90,1.0,0.0,7.0,0.0,7.0,0.0,England,Nottingham,Aaron Finch 
91,0.0,0.0,0.0,0.0,0.0,0.0,England,Chester-le-Street,Aaron Finch 
92,0.0,0.0,0.0,0.0,0.0,0.0,England,Manchester,Aaron Finch 
93,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Perth,Aaron Finch 
94,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Adelaide,Aaron Finch 
95,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Hobart,Aaron Finch 
96,0.0,0.0,0.0,0.0,0.0,0.0,India,Sydney,Aaron Finch 
97,0.0,0.0,0.0,0.0,0.0,0.0,India,Adelaide,Aaron Finch 
98,0.0,0.0,0.0,0.0,0.0,0.0,India,Melbourne,Aaron Finch 
99,0.0,0.0,0.0,0.0,0.0,0.0,India,Hyderabad (Deccan),Aaron Finch 
100,0.0,0.0,0.0,0.0,0.0,0.0,India,Nagpur,Aaron Finch 
101,0.0,0.0,0.0,0.0,0.0,0.0,India,Ranchi,Aaron Finch 
102,3.0,0.0,22.0,0.0,7.33,0.0,India,Mohali,Aaron Finch 
103,0.0,0.0,0.0,0.0,0.0,0.0,India,Delhi,Aaron Finch 
104,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Sharjah,Aaron Finch 
105,10.0,0.0,41.0,1.0,4.1,41.0,Pakistan,Sharjah,Aaron Finch 
106,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Aaron Finch 
107,2.0,0.0,19.0,0.0,9.5,0.0,Pakistan,Dubai (DSC),Aaron Finch 
108,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Dubai (DSC),Aaron Finch 
109,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Dubai (DSC),Abid Ali
110,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Dubai (DSC),Abid Ali
111,9.0,0.0,56.0,0.0,6.22,0.0,West Indies,Dublin (Malahide),Abu Jayed
113,10.0,0.0,57.0,2.0,5.7,28.5,New Zealand,Wellington,Adam Zampa
114,10.0,0.0,45.0,1.0,4.5,45.0,New Zealand,Hamilton,Adam Zampa
115,5.3,0.0,16.0,3.0,2.9,5.33,West Indies,Providence,Adam Zampa
116,10.0,0.0,46.0,1.0,4.6,46.0,South Africa,Providence,Adam Zampa
117,10.0,0.0,52.0,3.0,5.2,17.33,South Africa,Basseterre,Adam Zampa
118,7.0,0.0,60.0,2.0,8.57,30.0,West Indies,Basseterre,Adam Zampa
119,10.0,0.0,50.0,1.0,5.0,50.0,West Indies,Bridgetown,Adam Zampa
120,7.0,0.0,34.0,0.0,4.85,0.0,Sri Lanka,Colombo (RPS),Adam Zampa
121,10.0,0.0,42.0,3.0,4.2,14.0,Sri Lanka,Colombo (RPS),Adam Zampa
122,10.0,0.0,38.0,3.0,3.8,12.66,Sri Lanka,Dambulla,Adam Zampa
123,8.0,0.0,30.0,1.0,3.75,30.0,Sri Lanka,Dambulla,Adam Zampa
124,6.0,0.0,43.0,2.0,7.16,21.5,Sri Lanka,Pallekele,Adam Zampa
126,5.0,0.0,44.0,1.0,8.8,44.0,South Africa,Centurion,Adam Zampa
127,8.0,0.0,54.0,0.0,6.75,0.0,South Africa,Johannesburg,Adam Zampa
128,7.2,1.0,55.0,1.0,7.5,55.0,South Africa,Durban,Adam Zampa
129,6.3,0.0,32.0,1.0,4.92,32.0,South Africa,Port Elizabeth,Adam Zampa
130,5.0,0.0,33.0,0.0,6.6,0.0,South Africa,Cape Town,Adam Zampa
131,10.0,0.0,66.0,2.0,6.6,33.0,New Zealand,Sydney,Adam Zampa
132,10.0,0.0,55.0,3.0,5.5,18.33,Pakistan,Sydney,Adam Zampa
133,9.0,0.0,61.0,1.0,6.77,61.0,Pakistan,Adelaide,Adam Zampa
134,7.0,0.0,41.0,0.0,5.85,0.0,New Zealand,Hamilton,Adam Zampa
135,4.0,1.0,13.0,2.0,3.25,6.5,Bangladesh,The Oval,Adam Zampa
136,8.2,0.0,52.0,0.0,6.24,0.0,England,Birmingham,Adam Zampa
137,10.0,0.0,66.0,1.0,6.6,66.0,India,Chennai,Adam Zampa
138,9.0,0.0,63.0,1.0,7.0,63.0,India,Bengaluru,Adam Zampa
139,8.0,0.0,59.0,2.0,7.37,29.5,India,Nagpur,Adam Zampa
140,10.0,0.0,72.0,0.0,7.2,0.0,England,Melbourne,Adam Zampa
141,9.0,0.0,55.0,1.0,6.11,55.0,England,Sydney,Adam Zampa
142,7.0,0.0,42.0,0.0,6.0,0.0,England,Adelaide,Adam Zampa
143,10.0,0.0,46.0,1.0,4.6,46.0,England,Perth,Adam Zampa
144,9.0,0.0,57.0,0.0,6.33,0.0,South Africa,Adelaide,Adam Zampa
145,6.0,0.0,32.0,0.0,5.33,0.0,South Africa,Hobart,Adam Zampa
146,10.0,0.0,34.0,0.0,3.4,0.0,India,Melbourne,Adam Zampa
147,10.0,0.0,49.0,2.0,4.9,24.5,India,Hyderabad (Deccan),Adam Zampa
148,10.0,0.0,62.0,2.0,6.2,31.0,India,Nagpur,Adam Zampa
149,10.0,0.0,70.0,3.0,7.0,23.33,India,Ranchi,Adam Zampa
150,10.0,0.0,57.0,1.0,5.7,57.0,India,Mohali,Adam Zampa
151,10.0,1.0,46.0,3.0,4.6,15.33,India,Delhi,Adam Zampa
152,10.0,0.0,44.0,0.0,4.4,0.0,Pakistan,Sharjah,Adam Zampa
153,10.0,0.0,57.0,1.0,5.7,57.0,Pakistan,Sharjah,Adam Zampa
154,9.4,1.0,43.0,4.0,4.44,10.75,Pakistan,Abu Dhabi,Adam Zampa
155,10.0,0.0,49.0,1.0,4.9,49.0,Pakistan,Dubai (DSC),Adam Zampa
156,9.0,0.0,68.0,1.0,7.55,68.0,Pakistan,Dubai (DSC),Adam Zampa
158,10.0,0.0,37.0,0.0,3.7,0.0,Australia,The Oval,Adil Rashid
159,10.0,0.0,56.0,1.0,5.6,56.0,Australia,Lord's,Adil Rashid
160,7.0,0.0,55.0,1.0,7.85,55.0,Australia,Nottingham,Adil Rashid
161,3.0,0.0,27.0,0.0,9.0,0.0,South Africa,Centurion,Adil Rashid
163,10.0,0.0,55.0,4.0,5.5,13.75,New Zealand,Birmingham,Adil Rashid
164,10.0,0.0,72.0,0.0,7.2,0.0,New Zealand,The Oval,Adil Rashid
165,10.0,0.0,72.0,1.0,7.2,72.0,New Zealand,Southampton,Adil Rashid
166,8.0,0.0,75.0,1.0,9.37,75.0,New Zealand,Nottingham,Adil Rashid
167,10.0,0.0,45.0,2.0,4.5,22.5,New Zealand,Chester-le-Street,Adil Rashid
168,10.0,0.0,59.0,4.0,5.9,14.75,Australia,Southampton,Adil Rashid
169,7.0,0.0,44.0,1.0,6.28,44.0,Australia,Lord's,Adil Rashid
170,10.0,1.0,41.0,2.0,4.1,20.5,Australia,Manchester,Adil Rashid
171,10.0,0.0,63.0,0.0,6.3,0.0,Australia,Leeds,Adil Rashid
172,4.0,0.0,34.0,0.0,8.5,0.0,Australia,Manchester,Adil Rashid
173,9.0,0.0,60.0,0.0,6.66,0.0,Pakistan,Abu Dhabi,Adil Rashid
174,10.0,0.0,32.0,1.0,3.2,32.0,Pakistan,Abu Dhabi,Adil Rashid
175,10.0,1.0,51.0,0.0,5.1,0.0,Pakistan,Sharjah,Adil Rashid
176,10.0,0.0,78.0,3.0,7.8,26.0,Pakistan,Dubai (DSC),Adil Rashid
177,6.0,0.0,42.0,0.0,7.0,0.0,South Africa,Bloemfontein,Adil Rashid
178,10.0,0.0,43.0,1.0,4.3,43.0,South Africa,Port Elizabeth,Adil Rashid
179,10.0,0.0,45.0,1.0,4.5,45.0,South Africa,Centurion,Adil Rashid
180,5.2,0.0,38.0,2.0,7.12,19.0,South Africa,Johannesburg,Adil Rashid
181,10.0,0.0,59.0,1.0,5.9,59.0,South Africa,Cape Town,Adil Rashid
182,10.0,0.0,36.0,0.0,3.6,0.0,Sri Lanka,Nottingham,Adil Rashid
183,10.0,0.0,34.0,2.0,3.4,17.0,Sri Lanka,Birmingham,Adil Rashid
184,10.0,0.0,60.0,0.0,6.0,0.0,Sri Lanka,Bristol,Adil Rashid
185,9.0,0.0,57.0,2.0,6.33,28.5,Sri Lanka,The Oval,Adil Rashid
186,10.0,0.0,41.0,2.0,4.1,20.5,Sri Lanka,Cardiff,Adil Rashid
187,9.0,0.0,51.0,2.0,5.66,25.5,Pakistan,Southampton,Adil Rashid
188,10.0,0.0,51.0,1.0,5.1,51.0,Pakistan,Lord's,Adil Rashid
189,10.0,0.0,73.0,2.0,7.3,36.5,Pakistan,Nottingham,Adil Rashid
190,10.0,0.0,47.0,3.0,4.7,15.66,Pakistan,Leeds,Adil Rashid
191,9.0,0.0,49.0,4.0,5.44,12.25,Bangladesh,Dhaka,Adil Rashid
192,10.0,0.0,53.0,2.0,5.3,26.5,Bangladesh,Dhaka,Adil Rashid
193,10.0,0.0,43.0,4.0,4.3,10.75,Bangladesh,Chattogram,Adil Rashid
194,5.0,0.0,50.0,0.0,10.0,0.0,India,Pune,Adil Rashid
195,9.0,1.0,43.0,1.0,4.77,43.0,West Indies,North Sound,Adil Rashid
196,9.0,0.0,53.0,2.0,5.88,26.5,West Indies,North Sound,Adil Rashid
197,1.2,0.0,5.0,1.0,3.75,5.0,West Indies,Bridgetown,Adil Rashid
200,10.0,0.0,69.0,2.0,6.9,34.5,South Africa,Leeds,Adil Rashid
201,6.0,0.0,41.0,0.0,6.83,0.0,South Africa,Southampton,Adil Rashid
202,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Lord's,Adil Rashid
203,10.0,0.0,47.0,2.0,4.7,23.5,New Zealand,Cardiff,Adil Rashid
204,10.0,1.0,41.0,4.0,4.1,10.25,Australia,Birmingham,Adil Rashid
205,10.0,0.0,54.0,1.0,5.4,54.0,Pakistan,Cardiff,Adil Rashid
206,9.0,0.0,31.0,2.0,3.44,15.5,West Indies,Manchester,Adil Rashid
207,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Nottingham,Adil Rashid
208,6.0,0.0,34.0,3.0,5.66,11.33,West Indies,Bristol,Adil Rashid
209,10.0,0.0,67.0,1.0,6.7,67.0,West Indies,The Oval,Adil Rashid
210,10.0,1.0,42.0,1.0,4.2,42.0,West Indies,Southampton,Adil Rashid
211,10.0,0.0,73.0,2.0,7.3,36.5,Australia,Melbourne,Adil Rashid
212,10.0,0.0,71.0,2.0,7.1,35.5,Australia,Brisbane,Adil Rashid
213,10.0,0.0,51.0,2.0,5.1,25.5,Australia,Sydney,Adil Rashid
214,10.0,0.0,49.0,3.0,4.9,16.33,Australia,Adelaide,Adil Rashid
215,10.0,0.0,55.0,1.0,5.5,55.0,Australia,Perth,Adil Rashid
216,10.0,0.0,55.0,1.0,5.5,55.0,New Zealand,Hamilton,Adil Rashid
217,10.0,0.0,32.0,0.0,3.2,0.0,New Zealand,Mount Maunganui,Adil Rashid
218,10.0,1.0,34.0,2.0,3.4,17.0,New Zealand,Wellington,Adil Rashid
219,10.0,0.0,74.0,0.0,7.4,0.0,New Zealand,Dunedin,Adil Rashid
220,10.0,0.0,42.0,3.0,4.2,14.0,New Zealand,Christchurch,Adil Rashid
222,10.0,0.0,36.0,2.0,3.6,18.0,Australia,The Oval,Adil Rashid
223,8.0,0.0,70.0,3.0,8.75,23.33,Australia,Cardiff,Adil Rashid
224,10.0,0.0,47.0,4.0,4.7,11.75,Australia,Nottingham,Adil Rashid
225,10.0,0.0,73.0,2.0,7.3,36.5,Australia,Chester-le-Street,Adil Rashid
226,8.0,0.0,32.0,1.0,4.0,32.0,Australia,Manchester,Adil Rashid
227,10.0,0.0,62.0,1.0,6.2,62.0,India,Nottingham,Adil Rashid
228,10.0,0.0,38.0,2.0,3.8,19.0,India,Lord's,Adil Rashid
229,10.0,0.0,49.0,3.0,4.9,16.33,India,Leeds,Adil Rashid
230,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Adil Rashid
231,2.0,0.0,15.0,0.0,7.5,0.0,Sri Lanka,Dambulla,Adil Rashid
232,5.0,0.0,36.0,4.0,7.2,9.0,Sri Lanka,Pallekele,Adil Rashid
233,10.0,0.0,36.0,1.0,3.6,36.0,Sri Lanka,Pallekele,Adil Rashid
234,10.0,0.0,52.0,1.0,5.2,52.0,Sri Lanka,Colombo (RPS),Adil Rashid
235,9.0,0.0,74.0,3.0,8.22,24.66,West Indies,Bridgetown,Adil Rashid
236,6.0,0.0,28.0,1.0,4.66,28.0,West Indies,Bridgetown,Adil Rashid
237,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,St George's,Adil Rashid
238,10.0,0.0,85.0,5.0,8.5,17.0,West Indies,St George's,Adil Rashid
239,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Gros Islet,Adil Rashid
241,1.0,0.0,3.0,0.0,3.0,0.0,Pakistan,The Oval,Adil Rashid
242,10.0,0.0,81.0,1.0,8.1,81.0,Pakistan,Southampton,Adil Rashid
243,7.0,0.0,49.0,0.0,7.0,0.0,Pakistan,Nottingham,Adil Rashid
252,9.0,0.0,55.0,2.0,6.11,27.5,Bangladesh,Canberra,Aftab Alam
259,7.0,0.0,34.0,0.0,4.85,0.0,Sri Lanka,Abu Dhabi,Aftab Alam
260,5.0,1.0,11.0,1.0,2.2,11.0,Bangladesh,Abu Dhabi,Aftab Alam
261,9.3,1.0,64.0,0.0,6.73,0.0,Pakistan,Abu Dhabi,Aftab Alam
262,10.0,0.0,54.0,3.0,5.4,18.0,Bangladesh,Abu Dhabi,Aftab Alam
263,10.0,0.0,53.0,2.0,5.3,26.5,India,Dubai (DSC),Aftab Alam
266,3.0,0.0,18.0,2.0,6.0,9.0,Bangladesh,East London,Aiden Markram
267,2.0,0.0,20.0,0.0,10.0,0.0,India,Durban,Aiden Markram
268,0.0,0.0,0.0,0.0,0.0,0.0,India,Centurion,Aiden Markram
269,0.0,0.0,0.0,0.0,0.0,0.0,India,Cape Town,Aiden Markram
270,0.0,0.0,0.0,0.0,0.0,0.0,India,Johannesburg,Aiden Markram
271,0.0,0.0,0.0,0.0,0.0,0.0,India,Port Elizabeth,Aiden Markram
272,0.0,0.0,0.0,0.0,0.0,0.0,India,Centurion,Aiden Markram
273,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Aiden Markram
274,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Aiden Markram
275,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Aiden Markram
279,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Perth,Aiden Markram
280,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Adelaide,Aiden Markram
281,3.0,0.0,18.0,0.0,6.0,0.0,Australia,Hobart,Aiden Markram
282,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Port Elizabeth,Aiden Markram
283,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Cape Town,Aiden Markram
284,0.0,0.0,0.0,0.0,0.0,0.0,England,Brisbane,Alex Carey 
285,0.0,0.0,0.0,0.0,0.0,0.0,England,Chester-le-Street,Alex Carey 
286,0.0,0.0,0.0,0.0,0.0,0.0,England,Manchester,Alex Carey 
287,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Perth,Alex Carey 
288,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Adelaide,Alex Carey 
289,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Hobart,Alex Carey 
290,0.0,0.0,0.0,0.0,0.0,0.0,India,Sydney,Alex Carey 
291,0.0,0.0,0.0,0.0,0.0,0.0,India,Adelaide,Alex Carey 
292,0.0,0.0,0.0,0.0,0.0,0.0,India,Melbourne,Alex Carey 
293,0.0,0.0,0.0,0.0,0.0,0.0,India,Hyderabad (Deccan),Alex Carey 
294,0.0,0.0,0.0,0.0,0.0,0.0,India,Nagpur,Alex Carey 
295,0.0,0.0,0.0,0.0,0.0,0.0,India,Ranchi,Alex Carey 
296,0.0,0.0,0.0,0.0,0.0,0.0,India,Mohali,Alex Carey 
297,0.0,0.0,0.0,0.0,0.0,0.0,India,Delhi,Alex Carey 
298,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Sharjah,Alex Carey 
299,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Sharjah,Alex Carey 
300,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Alex Carey 
301,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Dubai (DSC),Alex Carey 
302,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Dubai (DSC),Alex Carey 
303,0.0,0.0,0.0,0.0,0.0,0.0,India,Cardiff,Alex Hales
304,0.0,0.0,0.0,0.0,0.0,0.0,India,Nottingham,Alex Hales
305,0.0,0.0,0.0,0.0,0.0,0.0,India,Birmingham,Alex Hales
306,0.0,0.0,0.0,0.0,0.0,0.0,India,Leeds,Alex Hales
307,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Hambantota,Alex Hales
308,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Alex Hales
309,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Alex Hales
310,0.0,0.0,0.0,0.0,0.0,0.0,Bangladesh,Adelaide,Alex Hales
311,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,Sydney,Alex Hales
313,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Birmingham,Alex Hales
314,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,The Oval,Alex Hales
315,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Southampton,Alex Hales
316,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Nottingham,Alex Hales
317,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Chester-le-Street,Alex Hales
318,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Southampton,Alex Hales
319,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Lord's,Alex Hales
320,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Manchester,Alex Hales
321,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Leeds,Alex Hales
322,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Manchester,Alex Hales
323,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Alex Hales
324,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Alex Hales
325,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Sharjah,Alex Hales
326,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Dubai (DSC),Alex Hales
327,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Bloemfontein,Alex Hales
328,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Port Elizabeth,Alex Hales
329,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Centurion,Alex Hales
330,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Johannesburg,Alex Hales
331,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Cape Town,Alex Hales
332,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Nottingham,Alex Hales
333,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Birmingham,Alex Hales
334,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Bristol,Alex Hales
335,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,The Oval,Alex Hales
336,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Southampton,Alex Hales
337,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Lord's,Alex Hales
338,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Nottingham,Alex Hales
339,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Leeds,Alex Hales
340,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Cardiff,Alex Hales
341,0.0,0.0,0.0,0.0,0.0,0.0,India,Pune,Alex Hales
