,Overs,Mdns,Runs,Wkts,Econ,Ave,Opposition,Ground,Bowler
5495,10.0,0.0,67.0,1.0,6.7,67.0,West Indies,The Oval,Liam Plunkett
5496,10.0,0.0,54.0,2.0,5.4,27.0,West Indies,Southampton,Liam Plunkett
5497,10.0,0.0,71.0,3.0,7.1,23.66,Australia,Melbourne,Liam Plunkett
5498,8.0,0.0,43.0,1.0,5.37,43.0,Australia,Brisbane,Liam Plunkett
5499,1.2,0.0,6.0,0.0,4.5,0.0,Australia,Sydney,Liam Plunkett
5501,8.0,0.0,42.0,3.0,5.25,14.0,Australia,The Oval,Liam Plunkett
5502,9.1,1.0,53.0,4.0,5.78,13.25,Australia,Cardiff,Liam Plunkett
5503,6.0,0.0,41.0,0.0,6.83,0.0,Australia,Nottingham,Liam Plunkett
5504,4.0,0.0,19.0,1.0,4.75,19.0,Australia,Manchester,Liam Plunkett
5505,6.0,0.0,31.0,0.0,5.16,0.0,India,Nottingham,Liam Plunkett
5506,10.0,1.0,46.0,4.0,4.6,11.5,India,Lord's,Liam Plunkett
5507,5.0,0.0,41.0,0.0,8.2,0.0,India,Leeds,Liam Plunkett
5508,5.0,0.0,44.0,1.0,8.8,44.0,Sri Lanka,Colombo (RPS),Liam Plunkett
5509,6.0,0.0,54.0,0.0,9.0,0.0,West Indies,Bridgetown,Liam Plunkett
5510,7.0,0.0,39.0,1.0,5.57,39.0,West Indies,Bridgetown,Liam Plunkett
5511,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,St George's,Liam Plunkett
5512,8.0,0.0,40.0,0.0,5.0,0.0,West Indies,St George's,Liam Plunkett
5514,4.0,0.0,27.0,1.0,6.75,27.0,Pakistan,The Oval,Liam Plunkett
5515,9.0,0.0,64.0,2.0,7.11,32.0,Pakistan,Southampton,Liam Plunkett
5516,9.0,0.0,55.0,1.0,6.11,55.0,Pakistan,Bristol,Liam Plunkett
5517,0.0,0.0,0.0,0.0,0.0,0.0,India,Dhaka,Liton Das
5518,0.0,0.0,0.0,0.0,0.0,0.0,India,Dhaka,Liton Das
5519,0.0,0.0,0.0,0.0,0.0,0.0,India,Dhaka,Liton Das
5520,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Dhaka,Liton Das
5521,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Dhaka,Liton Das
5522,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Chattogram,Liton Das
5526,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Kimberley,Liton Das
5527,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,Paarl,Liton Das
5528,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,East London,Liton Das
5529,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dubai (DSC),Liton Das
5530,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,Abu Dhabi,Liton Das
5531,0.0,0.0,0.0,0.0,0.0,0.0,India,Dubai (DSC),Liton Das
5532,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,Abu Dhabi,Liton Das
5533,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Liton Das
5534,0.0,0.0,0.0,0.0,0.0,0.0,India,Dubai (DSC),Liton Das
5538,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Dhaka,Liton Das
5539,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Dhaka,Liton Das
5540,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Sylhet,Liton Das
5541,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Napier,Liton Das
5542,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Christchurch,Liton Das
5543,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Dunedin,Liton Das
5545,9.0,0.0,73.0,1.0,8.11,73.0,Australia,Sydney,Lockie Ferguson
5546,8.0,0.0,50.0,0.0,6.25,0.0,Australia,Melbourne,Lockie Ferguson
5547,9.0,0.0,54.0,3.0,6.0,18.0,Bangladesh,Christchurch,Lockie Ferguson
5548,8.0,0.0,53.0,1.0,6.62,53.0,Bangladesh,Nelson,Lockie Ferguson
5549,10.0,0.0,44.0,2.0,4.4,22.0,Australia,Auckland,Lockie Ferguson
5550,9.0,1.0,62.0,0.0,6.88,0.0,Australia,Hamilton,Lockie Ferguson
5551,10.0,0.0,71.0,1.0,7.1,71.0,South Africa,Wellington,Lockie Ferguson
5552,10.0,0.0,49.0,2.0,4.9,24.5,West Indies,Whangarei,Lockie Ferguson
5553,4.0,0.0,17.0,3.0,4.25,5.66,West Indies,Christchurch,Lockie Ferguson
5554,4.0,0.0,24.0,0.0,6.0,0.0,West Indies,Christchurch,Lockie Ferguson
5555,7.0,0.0,40.0,0.0,5.71,0.0,Pakistan,Wellington,Lockie Ferguson
5556,10.0,0.0,39.0,3.0,3.9,13.0,Pakistan,Nelson,Lockie Ferguson
5557,6.0,0.0,28.0,2.0,4.66,14.0,Pakistan,Dunedin,Lockie Ferguson
5558,6.0,0.0,32.0,0.0,5.33,0.0,Pakistan,Hamilton,Lockie Ferguson
5559,10.0,0.0,64.0,2.0,6.4,32.0,Pakistan,Wellington,Lockie Ferguson
5560,8.0,0.0,48.0,1.0,6.0,48.0,England,Mount Maunganui,Lockie Ferguson
5561,9.2,0.0,36.0,3.0,3.85,12.0,Pakistan,Abu Dhabi,Lockie Ferguson
5562,10.0,0.0,60.0,3.0,6.0,20.0,Pakistan,Abu Dhabi,Lockie Ferguson
5563,10.0,0.0,45.0,5.0,4.5,9.0,Pakistan,Dubai (DSC),Lockie Ferguson
5564,10.0,0.0,65.0,2.0,6.5,32.5,Sri Lanka,Mount Maunganui,Lockie Ferguson
5565,8.0,0.0,40.0,4.0,5.0,10.0,Sri Lanka,Nelson,Lockie Ferguson
5566,8.0,0.0,41.0,1.0,5.12,41.0,India,Napier,Lockie Ferguson
5567,10.0,0.0,81.0,2.0,8.1,40.5,India,Mount Maunganui,Lockie Ferguson
5568,10.0,1.0,57.0,0.0,5.7,0.0,India,Mount Maunganui,Lockie Ferguson
5569,10.0,1.0,44.0,2.0,4.4,22.0,Bangladesh,Napier,Lockie Ferguson
5570,10.0,0.0,43.0,3.0,4.3,14.33,Bangladesh,Christchurch,Lockie Ferguson
5571,10.0,0.0,50.0,0.0,5.0,0.0,Bangladesh,Dunedin,Lockie Ferguson
5572,6.0,0.0,47.0,0.0,7.83,0.0,India,Cape Town,Lungi Ngidi
5573,10.0,0.0,52.0,2.0,5.2,26.0,India,Johannesburg,Lungi Ngidi
5574,9.0,1.0,51.0,4.0,5.66,12.75,India,Port Elizabeth,Lungi Ngidi
5575,8.0,1.0,54.0,2.0,6.75,27.0,India,Centurion,Lungi Ngidi
5576,8.0,1.0,29.0,1.0,3.62,29.0,Sri Lanka,Dambulla,Lungi Ngidi
5577,8.0,1.0,50.0,3.0,6.25,16.66,Sri Lanka,Dambulla,Lungi Ngidi
5578,8.2,0.0,57.0,4.0,6.84,14.25,Sri Lanka,Pallekele,Lungi Ngidi
5579,8.0,0.0,65.0,2.0,8.12,32.5,Sri Lanka,Pallekele,Lungi Ngidi
5582,8.1,3.0,26.0,2.0,3.18,13.0,Australia,Perth,Lungi Ngidi
5583,9.0,0.0,67.0,1.0,7.44,67.0,Australia,Adelaide,Lungi Ngidi
5584,10.0,0.0,56.0,1.0,5.6,56.0,Australia,Hobart,Lungi Ngidi
5585,10.0,0.0,60.0,3.0,6.0,20.0,Sri Lanka,Johannesburg,Lungi Ngidi
5586,5.2,0.0,14.0,2.0,2.62,7.0,Sri Lanka,Centurion,Lungi Ngidi
5587,5.0,1.0,25.0,1.0,5.0,25.0,Sri Lanka,Durban,Lungi Ngidi
5588,5.0,1.0,22.0,1.0,4.4,22.0,Sri Lanka,Port Elizabeth,Lungi Ngidi
5589,5.0,1.0,16.0,1.0,3.2,16.0,Sri Lanka,Cape Town,Lungi Ngidi
5590,5.0,0.0,28.0,2.0,5.6,14.0,Sri Lanka,Colombo (RPS),Mahmudullah
5594,5.0,0.0,59.0,0.0,11.8,0.0,Pakistan,Lahore,Mahmudullah
5595,2.0,0.0,18.0,0.0,9.0,0.0,Pakistan,Faisalabad,Mahmudullah
5596,7.0,0.0,44.0,1.0,6.28,44.0,Pakistan,Lahore,Mahmudullah
5597,10.0,1.0,38.0,0.0,3.8,0.0,Pakistan,Multan,Mahmudullah
5598,6.0,0.0,44.0,0.0,7.33,0.0,Pakistan,Karachi,Mahmudullah
5599,7.0,0.0,39.0,0.0,5.57,0.0,Pakistan,Dhaka,Mahmudullah
5600,7.0,0.0,42.0,0.0,6.0,0.0,India,Dhaka,Mahmudullah
5602,10.0,0.0,62.0,1.0,6.2,62.0,Sri Lanka,Lahore,Mahmudullah
5603,6.0,0.0,35.0,0.0,5.83,0.0,India,Karachi,Mahmudullah
5604,8.0,0.0,43.0,0.0,5.37,0.0,Sri Lanka,Karachi,Mahmudullah
5605,2.0,0.0,15.0,0.0,7.5,0.0,Pakistan,Karachi,Mahmudullah
5606,4.0,0.0,15.0,0.0,3.75,0.0,Australia,Darwin,Mahmudullah
5607,2.0,0.0,8.0,0.0,4.0,0.0,New Zealand,Dhaka,Mahmudullah
5608,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Dhaka,Mahmudullah
5609,2.0,0.0,13.0,0.0,6.5,0.0,Sri Lanka,Dhaka,Mahmudullah
5610,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dhaka,Mahmudullah
5614,7.0,0.0,38.0,1.0,5.42,38.0,West Indies,Roseau,Mahmudullah
5615,9.0,1.0,46.0,0.0,5.11,0.0,West Indies,Roseau,Mahmudullah
5616,7.0,0.0,38.0,2.0,5.42,19.0,West Indies,Basseterre,Mahmudullah
5627,6.0,0.0,32.0,1.0,5.33,32.0,Sri Lanka,Dhaka,Mahmudullah
5628,7.0,0.0,38.0,0.0,5.42,0.0,India,Dhaka,Mahmudullah
5629,2.0,0.0,16.0,0.0,8.0,0.0,Sri Lanka,Dhaka,Mahmudullah
5630,1.0,0.0,10.0,0.0,10.0,0.0,India,Dhaka,Mahmudullah
5631,3.0,0.0,18.0,0.0,6.0,0.0,New Zealand,Napier,Mahmudullah
5632,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Dunedin,Mahmudullah
5633,3.0,0.0,33.0,1.0,11.0,33.0,New Zealand,Christchurch,Mahmudullah
5634,8.0,0.0,44.0,0.0,5.5,0.0,England,Dhaka,Mahmudullah
5635,7.0,0.0,30.0,1.0,4.28,30.0,England,Dhaka,Mahmudullah
5636,2.0,0.0,18.0,0.0,9.0,0.0,England,Chattogram,Mahmudullah
5637,0.0,0.0,0.0,0.0,0.0,0.0,India,Dambulla,Mahmudullah
5638,7.0,0.0,28.0,1.0,4.0,28.0,Sri Lanka,Dambulla,Mahmudullah
5639,7.0,0.0,52.0,0.0,7.42,0.0,Pakistan,Dambulla,Mahmudullah
5640,8.0,0.0,41.0,0.0,5.12,0.0,England,Nottingham,Mahmudullah
5641,0.0,0.0,0.0,0.0,0.0,0.0,England,Bristol,Mahmudullah
5642,3.0,0.0,15.0,0.0,5.0,0.0,England,Birmingham,Mahmudullah
5646,6.0,0.0,42.0,0.0,7.0,0.0,New Zealand,Dhaka,Mahmudullah
5647,1.5,0.0,6.0,2.0,3.27,3.0,New Zealand,Dhaka,Mahmudullah
5648,2.0,0.0,5.0,1.0,2.5,5.0,New Zealand,Dhaka,Mahmudullah
5649,7.0,0.0,18.0,0.0,2.57,0.0,New Zealand,Dhaka,Mahmudullah
5651,7.0,0.0,49.0,1.0,7.0,49.0,India,Dhaka,Mahmudullah
5652,5.0,0.0,30.0,1.0,6.0,30.0,England,Chattogram,Mahmudullah
5654,10.0,0.0,46.0,1.0,4.6,46.0,South Africa,Dhaka,Mahmudullah
5655,4.0,0.0,15.0,0.0,3.75,0.0,Australia,Dhaka,Mahmudullah
5656,1.0,0.0,9.0,0.0,9.0,0.0,Australia,Dhaka,Mahmudullah
5657,10.0,0.0,59.0,0.0,5.9,0.0,Australia,Dhaka,Mahmudullah
5663,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Dhaka,Mahmudullah
5664,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Dhaka,Mahmudullah
5665,1.1,0.0,4.0,3.0,3.42,1.33,Pakistan,Chattogram,Mahmudullah
5666,4.0,0.0,19.0,0.0,4.75,0.0,Pakistan,Dhaka,Mahmudullah
5667,4.0,0.0,24.0,0.0,6.0,0.0,India,Dhaka,Mahmudullah
5668,4.0,0.0,16.0,0.0,4.0,0.0,Sri Lanka,Dhaka,Mahmudullah
5669,3.0,0.0,14.0,1.0,4.66,14.0,Pakistan,Dhaka,Mahmudullah
5670,9.0,0.0,29.0,1.0,3.22,29.0,West Indies,Khulna,Mahmudullah
5671,5.0,0.0,27.0,1.0,5.4,27.0,West Indies,Khulna,Mahmudullah
5672,9.0,0.0,43.0,1.0,4.77,43.0,West Indies,Dhaka,Mahmudullah
5673,10.0,1.0,46.0,3.0,4.6,15.33,West Indies,Dhaka,Mahmudullah
5674,10.0,1.0,38.0,2.0,3.8,19.0,West Indies,Dhaka,Mahmudullah
5675,1.0,0.0,8.0,0.0,8.0,0.0,Sri Lanka,Hambantota,Mahmudullah
5676,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Hambantota,Mahmudullah
5677,10.0,0.0,50.0,1.0,5.0,50.0,Sri Lanka,Pallekele,Mahmudullah
5681,4.0,0.0,27.0,1.0,6.75,27.0,New Zealand,Dhaka,Mahmudullah
5682,6.0,0.0,24.0,0.0,4.0,0.0,New Zealand,Dhaka,Mahmudullah
5683,7.0,0.0,36.0,2.0,5.14,18.0,New Zealand,Fatullah,Mahmudullah
5684,4.0,0.0,26.0,0.0,6.5,0.0,Sri Lanka,Dhaka,Mahmudullah
5685,3.0,0.0,11.0,0.0,3.66,0.0,Sri Lanka,Dhaka,Mahmudullah
5686,10.0,0.0,38.0,2.0,3.8,19.0,Sri Lanka,Dhaka,Mahmudullah
5687,7.0,1.0,47.0,1.0,6.71,47.0,Pakistan,Dhaka,Mahmudullah
5688,6.0,1.0,30.0,1.0,5.0,30.0,Sri Lanka,Dhaka,Mahmudullah
5689,2.5,0.0,26.0,0.0,9.17,0.0,India,Dhaka,Mahmudullah
5690,0.0,0.0,0.0,0.0,0.0,0.0,India,Dhaka,Mahmudullah
5691,1.0,0.0,5.0,0.0,5.0,0.0,India,Dhaka,Mahmudullah
5692,4.0,0.0,20.0,1.0,5.0,20.0,West Indies,St George's,Mahmudullah
5693,10.0,0.0,47.0,1.0,4.7,47.0,West Indies,St George's,Mahmudullah
5694,10.0,1.0,48.0,1.0,4.8,48.0,West Indies,Basseterre,Mahmudullah
5700,8.0,1.0,31.0,1.0,3.87,31.0,Afghanistan,Canberra,Mahmudullah
5701,7.0,0.0,49.0,0.0,7.0,0.0,Sri Lanka,Melbourne,Mahmudullah
5703,0.0,0.0,0.0,0.0,0.0,0.0,England,Adelaide,Mahmudullah
5704,3.0,0.0,22.0,0.0,7.33,0.0,New Zealand,Hamilton,Mahmudullah
5705,1.0,0.0,4.0,0.0,4.0,0.0,India,Melbourne,Mahmudullah
5706,2.0,0.0,7.0,0.0,3.5,0.0,Pakistan,Dhaka,Mahmudullah
5707,2.0,0.0,6.0,0.0,3.0,0.0,Pakistan,Dhaka,Mahmudullah
5708,2.0,0.0,9.0,0.0,4.5,0.0,Pakistan,Dhaka,Mahmudullah
5709,2.0,0.0,17.0,0.0,8.5,0.0,South Africa,Dhaka,Mahmudullah
5710,4.0,0.0,13.0,1.0,3.25,13.0,South Africa,Dhaka,Mahmudullah
5711,5.0,0.0,20.0,1.0,4.0,20.0,South Africa,Chattogram,Mahmudullah
5715,3.0,0.0,22.0,0.0,7.33,0.0,Afghanistan,Dhaka,Mahmudullah
5716,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,Dhaka,Mahmudullah
5717,0.0,0.0,0.0,0.0,0.0,0.0,Afghanistan,Dhaka,Mahmudullah
5718,3.0,0.0,24.0,0.0,8.0,0.0,England,Dhaka,Mahmudullah
5719,0.0,0.0,0.0,0.0,0.0,0.0,England,Dhaka,Mahmudullah
5720,0.0,0.0,0.0,0.0,0.0,0.0,England,Chattogram,Mahmudullah
5721,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Christchurch,Mahmudullah
5722,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Nelson,Mahmudullah
5723,1.0,0.0,6.0,0.0,6.0,0.0,New Zealand,Nelson,Mahmudullah
5724,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Mahmudullah
5725,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dambulla,Mahmudullah
5726,1.0,0.0,5.0,0.0,5.0,0.0,Sri Lanka,Colombo (SSC),Mahmudullah
5728,1.0,0.0,8.0,0.0,8.0,0.0,New Zealand,Dublin,Mahmudullah
5730,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Dublin,Mahmudullah
5731,0.0,0.0,0.0,0.0,0.0,0.0,England,The Oval,Mahmudullah
5732,0.0,0.0,0.0,0.0,0.0,0.0,Australia,The Oval,Mahmudullah
5733,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,Cardiff,Mahmudullah
5734,1.0,0.0,10.0,0.0,10.0,0.0,India,Birmingham,Mahmudullah
5735,2.0,0.0,11.0,0.0,5.5,0.0,South Africa,Kimberley,Mahmudullah
5736,2.0,0.0,16.0,0.0,8.0,0.0,South Africa,Paarl,Mahmudullah
5737,3.0,0.0,33.0,0.0,11.0,0.0,South Africa,East London,Mahmudullah
5739,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dhaka,Mahmudullah
5741,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dhaka,Mahmudullah
5742,4.0,0.0,18.0,0.0,4.5,0.0,Sri Lanka,Dhaka,Mahmudullah
5743,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Providence,Mahmudullah
5744,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Providence,Mahmudullah
5745,2.0,0.0,20.0,0.0,10.0,0.0,West Indies,Basseterre,Mahmudullah
5746,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Dubai (DSC),Mahmudullah
5747,2.0,0.0,5.0,0.0,2.5,0.0,Afghanistan,Abu Dhabi,Mahmudullah
5748,0.0,0.0,0.0,0.0,0.0,0.0,India,Dubai (DSC),Mahmudullah
5749,5.0,0.0,17.0,1.0,3.4,17.0,Afghanistan,Abu Dhabi,Mahmudullah
5750,10.0,0.0,38.0,1.0,3.8,38.0,Pakistan,Abu Dhabi,Mahmudullah
5751,6.0,0.0,33.0,1.0,5.5,33.0,India,Dubai (DSC),Mahmudullah
5755,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Dhaka,Mahmudullah
5756,1.4,0.0,12.0,0.0,7.2,0.0,West Indies,Dhaka,Mahmudullah
5757,3.0,0.0,14.0,0.0,4.66,0.0,West Indies,Sylhet,Mahmudullah
5758,5.0,0.0,27.0,1.0,5.4,27.0,New Zealand,Napier,Mahmudullah
5759,3.0,0.0,25.0,0.0,8.33,0.0,New Zealand,Christchurch,Mahmudullah
5760,2.0,0.0,28.0,0.0,14.0,0.0,New Zealand,Dunedin,Mahmudullah
5761,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Dublin,Mahmudullah
5762,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Dublin (Malahide),Mahmudullah
5764,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Dublin (Malahide),Mahmudullah
5765,4.0,0.0,17.0,0.0,4.25,0.0,England,Leeds,Marcus Stoinis
5766,10.0,0.0,49.0,3.0,4.9,16.33,New Zealand,Auckland,Marcus Stoinis
5767,4.0,0.0,22.0,0.0,5.5,0.0,New Zealand,Hamilton,Marcus Stoinis
5768,10.0,0.0,54.0,2.0,5.4,27.0,India,Chennai,Marcus Stoinis
5769,9.0,0.0,46.0,0.0,5.11,0.0,India,Kolkata,Marcus Stoinis
5770,8.0,0.0,61.0,0.0,7.62,0.0,India,Indore,Marcus Stoinis
5771,4.5,0.0,34.0,0.0,7.03,0.0,India,Bengaluru,Marcus Stoinis
5772,4.0,0.0,20.0,0.0,5.0,0.0,India,Nagpur,Marcus Stoinis
5773,6.0,0.0,33.0,1.0,5.5,33.0,England,Melbourne,Marcus Stoinis
5774,4.2,0.0,34.0,0.0,7.84,0.0,England,Brisbane,Marcus Stoinis
5775,8.0,0.0,43.0,1.0,5.37,43.0,England,Sydney,Marcus Stoinis
5776,3.0,0.0,24.0,0.0,8.0,0.0,England,Adelaide,Marcus Stoinis
5777,0.0,0.0,0.0,0.0,0.0,0.0,England,Perth,Marcus Stoinis
5778,0.0,0.0,0.0,0.0,0.0,0.0,England,The Oval,Marcus Stoinis
5779,10.0,0.0,60.0,1.0,6.0,60.0,England,Cardiff,Marcus Stoinis
5780,8.0,0.0,85.0,0.0,10.62,0.0,England,Nottingham,Marcus Stoinis
5781,6.0,0.0,41.0,0.0,6.83,0.0,England,Chester-le-Street,Marcus Stoinis
5782,8.3,0.0,37.0,2.0,4.35,18.5,England,Manchester,Marcus Stoinis
5783,4.2,1.0,16.0,3.0,3.69,5.33,South Africa,Perth,Marcus Stoinis
5784,10.0,0.0,35.0,3.0,3.5,11.66,South Africa,Adelaide,Marcus Stoinis
5785,7.0,0.0,70.0,2.0,10.0,35.0,South Africa,Hobart,Marcus Stoinis
5786,10.0,0.0,66.0,2.0,6.6,33.0,India,Sydney,Marcus Stoinis
5787,9.0,0.0,46.0,1.0,5.11,46.0,India,Adelaide,Marcus Stoinis
5788,9.2,0.0,60.0,1.0,6.42,60.0,India,Melbourne,Marcus Stoinis
5789,9.2,0.0,52.0,0.0,5.57,0.0,India,Hyderabad (Deccan),Marcus Stoinis
5790,1.0,0.0,12.0,0.0,12.0,0.0,India,Nagpur,Marcus Stoinis
5791,6.0,0.0,39.0,0.0,6.5,0.0,India,Ranchi,Marcus Stoinis
5792,4.0,0.0,31.0,2.0,7.75,15.5,India,Delhi,Marcus Stoinis
5793,2.0,0.0,14.0,0.0,7.0,0.0,Pakistan,Sharjah,Marcus Stoinis
5794,6.0,0.0,40.0,0.0,6.66,0.0,Pakistan,Sharjah,Marcus Stoinis
5795,4.0,0.0,21.0,0.0,5.25,0.0,Pakistan,Abu Dhabi,Marcus Stoinis
5796,3.0,0.0,20.0,2.0,6.66,10.0,Pakistan,Dubai (DSC),Marcus Stoinis
5797,3.0,0.0,20.0,0.0,6.66,0.0,Pakistan,Dubai (DSC),Marcus Stoinis
5799,10.0,0.0,48.0,1.0,4.8,48.0,New Zealand,Southampton,Mark Wood
5800,10.0,0.0,49.0,1.0,4.9,49.0,New Zealand,Nottingham,Mark Wood
5801,10.0,0.0,60.0,0.0,6.0,0.0,New Zealand,Chester-le-Street,Mark Wood
5802,10.0,0.0,72.0,1.0,7.2,72.0,Australia,Southampton,Mark Wood
5803,9.0,0.0,65.0,0.0,7.22,0.0,Australia,Leeds,Mark Wood
5804,5.0,1.0,25.0,1.0,5.0,25.0,Australia,Manchester,Mark Wood
5805,10.0,0.0,57.0,1.0,5.7,57.0,Pakistan,Southampton,Mark Wood
5806,10.0,1.0,46.0,3.0,4.6,15.33,Pakistan,Lord's,Mark Wood
5807,10.0,0.0,75.0,1.0,7.5,75.0,Pakistan,Nottingham,Mark Wood
5808,10.0,0.0,56.0,2.0,5.6,28.0,Pakistan,Cardiff,Mark Wood
5811,6.0,0.0,49.0,1.0,8.16,49.0,South Africa,Leeds,Mark Wood
5812,10.0,0.0,47.0,0.0,4.7,0.0,South Africa,Southampton,Mark Wood
5813,10.0,1.0,58.0,0.0,5.8,0.0,Bangladesh,The Oval,Mark Wood
5814,9.0,0.0,32.0,1.0,3.55,32.0,New Zealand,Cardiff,Mark Wood
5815,10.0,1.0,33.0,4.0,3.3,8.25,Australia,Birmingham,Mark Wood
5816,8.0,1.0,37.0,0.0,4.62,0.0,Pakistan,Cardiff,Mark Wood
5817,10.0,0.0,49.0,1.0,4.9,49.0,Australia,Melbourne,Mark Wood
5818,9.0,0.0,55.0,0.0,6.11,0.0,Australia,Brisbane,Mark Wood
5819,10.0,1.0,46.0,2.0,4.6,23.0,Australia,Sydney,Mark Wood
5820,9.0,0.0,58.0,1.0,6.44,58.0,Australia,Adelaide,Mark Wood
5821,6.0,0.0,36.0,0.0,6.0,0.0,New Zealand,Wellington,Mark Wood
5822,8.0,0.0,65.0,1.0,8.12,65.0,New Zealand,Dunedin,Mark Wood
5823,8.0,0.0,26.0,1.0,3.25,26.0,New Zealand,Christchurch,Mark Wood
5825,8.0,1.0,32.0,1.0,4.0,32.0,Australia,The Oval,Mark Wood
5826,9.0,1.0,57.0,1.0,6.33,57.0,Australia,Cardiff,Mark Wood
5827,7.0,0.0,38.0,0.0,5.42,0.0,Australia,Nottingham,Mark Wood
5828,9.0,1.0,49.0,2.0,5.44,24.5,Australia,Chester-le-Street,Mark Wood
5829,6.0,0.0,55.0,0.0,9.16,0.0,India,Nottingham,Mark Wood
5830,5.0,0.0,31.0,1.0,6.2,31.0,India,Lord's,Mark Wood
5831,10.0,2.0,30.0,1.0,3.0,30.0,India,Leeds,Mark Wood
5832,8.0,0.0,55.0,0.0,6.87,0.0,Sri Lanka,Colombo (RPS),Mark Wood
5833,7.0,0.0,49.0,0.0,7.0,0.0,West Indies,Bridgetown,Mark Wood
5834,10.0,0.0,38.0,1.0,3.8,38.0,West Indies,Bridgetown,Mark Wood
5835,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,St George's,Mark Wood
5836,10.0,0.0,60.0,4.0,6.0,15.0,West Indies,St George's,Mark Wood
5837,6.0,0.0,55.0,2.0,9.16,27.5,West Indies,Gros Islet,Mark Wood
5838,10.0,0.0,71.0,2.0,7.1,35.5,Pakistan,Nottingham,Mark Wood
5839,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Auckland,Martin Guptill
5840,0.0,0.0,0.0,0.0,0.0,0.0,West Indies,Napier,Martin Guptill
5841,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Perth,Martin Guptill
5842,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Melbourne,Martin Guptill
5843,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Sydney,Martin Guptill
5844,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Adelaide,Martin Guptill
5845,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Brisbane,Martin Guptill
5846,0.0,0.0,0.0,0.0,0.0,0.0,India,Napier,Martin Guptill
5847,0.0,0.0,0.0,0.0,0.0,0.0,India,Wellington,Martin Guptill
5848,0.0,0.0,0.0,0.0,0.0,0.0,India,Christchurch,Martin Guptill
5849,0.0,0.0,0.0,0.0,0.0,0.0,India,Hamilton,Martin Guptill
5850,0.0,0.0,0.0,0.0,0.0,0.0,India,Auckland,Martin Guptill
5851,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Colombo (RPS),Martin Guptill
5852,2.0,0.0,12.0,0.0,6.0,0.0,India,Colombo (RPS),Martin Guptill
5853,1.0,0.0,13.0,0.0,13.0,0.0,South Africa,Centurion,Martin Guptill
5854,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,Johannesburg,Martin Guptill
5855,0.0,0.0,0.0,0.0,0.0,0.0,England,Johannesburg,Martin Guptill
5856,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Johannesburg,Martin Guptill
5857,0.0,0.0,0.0,0.0,0.0,0.0,Australia,Centurion,Martin Guptill
5858,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,Abu Dhabi,Martin Guptill
